departure city,long. departure (decimal),lat. departure (decimal),departure country,arrival city,long. departure (decimal),lat. departure (decimal),arrival country,number of routes,distance
Durban,31.584,-29.951,South Africa,Maputo,32.954,-25.869,Mozambique,1,473
Cape Town,19.002,-33.942,South Africa,Maputo,32.954,-25.869,Mozambique,1,1614
Bulawayo,29.029,-19.363,Zimbabwe,Johannesburg,28.41,-25.566,South Africa,1,692
Blantyre,35.623,-15.466,Malawi,Johannesburg,28.41,-25.566,South Africa,1,1350
Nampula,39.469,-14.51,Mozambique,Johannesburg,28.41,-25.566,South Africa,1,1685
Accra,0.388,6.008,Ghana,Johannesburg,28.41,-25.566,South Africa,1,4635
Ust Kamenogorsk,82.823,50.061,Kazakhstan,Moscow,38.51,55.681,Russia,1,2985
Pavlodar,77.123,52.325,Kazakhstan,Moscow,38.51,55.681,Russia,1,2517
Prague,14.433,50.168,Czech Republic,Novosibirsk,83.084,55.021,Russia,1,4478
Plovdiv,25.418,42.113,Bulgaria,Moscow,38.51,55.681,Russia,1,1780
Novosibirsk,83.084,55.021,Russia,Prague,14.433,50.168,Czech Republic,1,4478
Novosibirsk,83.084,55.021,Russia,Phuket,98.528,8.188,Thailand,1,5384
Novosibirsk,83.084,55.021,Russia,Baku,50.077,40.779,Azerbaijan,1,2885
Novosibirsk,83.084,55.021,Russia,Frankfurt,8.905,50.044,Germany,1,4808
Novosibirsk,83.084,55.021,Russia,Dubai,55.607,25.421,United Arab Emirates,1,3980
Novosibirsk,83.084,55.021,Russia,Alma-ata,77.067,43.586,Kazakhstan,1,1343
Khudzhand,70.157,40.359,Tajikistan,Chelyabinsk,61.838,55.509,Russia,1,1791
Krasnoyarsk,92.791,56.3,Russia,Bangkok,101.245,14.135,Thailand,1,4743
Khabarovsk,135.313,48.88,Russia,Bangkok,101.245,14.135,Thailand,1,4957
Irkutsk,104.648,52.446,Russia,Phuket,98.528,8.188,Thailand,1,4952
Irkutsk,104.648,52.446,Russia,Bangkok,101.245,14.135,Thailand,1,4270
Phuket,98.528,8.188,Thailand,Novosibirsk,83.084,55.021,Russia,1,5384
Phuket,98.528,8.188,Thailand,Irkutsk,104.648,52.446,Russia,1,4952
Baku,50.077,40.779,Azerbaijan,Novosibirsk,83.084,55.021,Russia,1,2885
Frankfurt,8.905,50.044,Germany,Novosibirsk,83.084,55.021,Russia,1,4808
Yerevan,44.659,40.245,Armenia,Chelyabinsk,61.838,55.509,Russia,1,2114
Dubai,55.607,25.421,United Arab Emirates,Novosibirsk,83.084,55.021,Russia,1,3980
Moscow,38.51,55.681,Russia,Ust Kamenogorsk,82.823,50.061,Kazakhstan,1,2985
Moscow,38.51,55.681,Russia,Pavlodar,77.123,52.325,Kazakhstan,1,2517
Moscow,38.51,55.681,Russia,Plovdiv,25.418,42.113,Bulgaria,1,1780
Moscow,38.51,55.681,Russia,Bourgas,27.858,42.949,Bulgaria,1,1608
Moscow,38.51,55.681,Russia,Alicante,-0.264,38.47,Spain,1,3437
Chelyabinsk,61.838,55.509,Russia,Khudzhand,70.157,40.359,Tajikistan,1,1791
Chelyabinsk,61.838,55.509,Russia,Yerevan,44.659,40.245,Armenia,1,2114
Bourgas,27.858,42.949,Bulgaria,Moscow,38.51,55.681,Russia,1,1608
Bangkok,101.245,14.135,Thailand,Krasnoyarsk,92.791,56.3,Russia,1,4743
Bangkok,101.245,14.135,Thailand,Khabarovsk,135.313,48.88,Russia,1,4957
Bangkok,101.245,14.135,Thailand,Irkutsk,104.648,52.446,Russia,1,4270
Alicante,-0.264,38.47,Spain,Moscow,38.51,55.681,Russia,1,3437
Alma-ata,77.067,43.586,Kazakhstan,Novosibirsk,83.084,55.021,Russia,1,1343
Quito,-78.148,0.431,Ecuador,Caracas,-66.985,11.005,Venezuela,1,1703
Caracas,-66.985,11.005,Venezuela,Quito,-78.148,0.431,Ecuador,1,1703
Caracas,-66.985,11.005,Venezuela,Tenerife,-16.288,28.074,Spain,1,5595
Dubai,55.607,25.421,United Arab Emirates,Ahwaz,49.269,31.562,Iran,1,921
Damascus,36.857,33.684,Syria,Shiraz,52.982,29.898,Iran,1,1579
Ahwaz,49.269,31.562,Iran,Dubai,55.607,25.421,United Arab Emirates,1,921
Ras Al Khaimah,56.564,26.022,United Arab Emirates,Peshawar,71.857,34.656,Pakistan,1,1750
Ras Al Khaimah,56.564,26.022,United Arab Emirates,Lahore,74.672,31.869,Pakistan,1,1875
Ras Al Khaimah,56.564,26.022,United Arab Emirates,Kuwait,48.614,29.377,Kuwait,1,866
Ras Al Khaimah,56.564,26.022,United Arab Emirates,Khartoum,32.921,15.982,Sudan,1,2690
Ras Al Khaimah,56.564,26.022,United Arab Emirates,Jeddah,39.26,22.132,Saudi Arabia,1,1807
Ras Al Khaimah,56.564,26.022,United Arab Emirates,Doha,51.941,25.435,Qatar,1,467
Ras Al Khaimah,56.564,26.022,United Arab Emirates,Dhaka,90.662,24.405,Bangladesh,1,3425
Ras Al Khaimah,56.564,26.022,United Arab Emirates,Chittagong,92.355,22.416,Bangladesh,1,3640
Ras Al Khaimah,56.564,26.022,United Arab Emirates,Calicut,76.592,11.228,India,1,2668
Ras Al Khaimah,56.564,26.022,United Arab Emirates,Cairo,31.675,30.203,Egypt,1,2479
Peshawar,71.857,34.656,Pakistan,Ras Al Khaimah,56.564,26.022,United Arab Emirates,1,1750
Jeddah,39.26,22.132,Saudi Arabia,Ras Al Khaimah,56.564,26.022,United Arab Emirates,1,1807
Doha,51.941,25.435,Qatar,Ras Al Khaimah,56.564,26.022,United Arab Emirates,1,467
Dhaka,90.662,24.405,Bangladesh,Ras Al Khaimah,56.564,26.022,United Arab Emirates,1,3425
Chittagong,92.355,22.416,Bangladesh,Ras Al Khaimah,56.564,26.022,United Arab Emirates,1,3640
Calicut,76.592,11.228,India,Ras Al Khaimah,56.564,26.022,United Arab Emirates,1,2668
Cairo,31.675,30.203,Egypt,Ras Al Khaimah,56.564,26.022,United Arab Emirates,1,2479
Mazar-i-sharif,67.349,37.178,Afghanistan,Tehran,51,35,Iran,1,1486
Tehran,51,35,Iran,Mazar-i-sharif,67.349,37.178,Afghanistan,1,1486
Thessaloniki,23.618,40.866,Greece,Bucharest,26.17,44.953,Romania,1,499
Bucharest,26.17,44.953,Romania,Thessaloniki,23.618,40.866,Greece,1,499
Bucharest,26.17,44.953,Romania,Dubai,55.607,25.421,United Arab Emirates,1,3412
Bucharest,26.17,44.953,Romania,Cairo,31.675,30.203,Egypt,1,1709
Dubai,55.607,25.421,United Arab Emirates,Bucharest,26.17,44.953,Romania,1,3412
Cairo,31.675,30.203,Egypt,Bucharest,26.17,44.953,Romania,1,1709
Najaf,44.673,32.652,Iraq,Amman,36.655,32.204,Jordan,1,754
Amman,36.655,32.204,Jordan,Najaf,44.673,32.652,Iraq,1,754
Zurich,8.915,47.774,Switzerland,Amman,36.655,32.204,Jordan,1,2903
Tunis,10.378,37.418,Tunisia,Amman,36.655,32.204,Jordan,1,2459
Sharm El Sheikh,34.658,28.628,Egypt,Amman,36.655,32.204,Jordan,1,441
Nairobi,37.545,-0.866,Kenya,Amman,36.655,32.204,Jordan,1,3678
Madinah,40.175,24.922,Saudi Arabia,Amman,36.655,32.204,Jordan,1,879
Larnaca,34.041,35.458,Cyprus,Amman,36.655,32.204,Jordan,1,434
Sulaymaniyah,45.524,35.934,Iraq,Amman,36.655,32.204,Jordan,1,915
Geneva,6.181,46.396,Switzerland,Amman,36.655,32.204,Jordan,1,3032
Erbil,44.605,36.396,Iraq,Amman,36.655,32.204,Jordan,1,865
Dammam,50.329,26.785,Saudi Arabia,Amman,36.655,32.204,Jordan,1,1452
Delhi,77.171,28.944,India,Amman,36.655,32.204,Jordan,1,3873
Colombo,80.473,7.301,Sri Lanka,Amman,36.655,32.204,Jordan,1,5301
Basrah,48.103,30.915,Iraq,Amman,36.655,32.204,Jordan,1,1093
Brussels,4.807,51.502,Belgium,Amman,36.655,32.204,Jordan,1,3355
Bombay,73.446,19.147,India,Amman,36.655,32.204,Jordan,1,3938
Baghdad,44.39,33.437,Iraq,Amman,36.655,32.204,Jordan,1,735
Benghazi,20.449,32.161,Libya,Amman,36.655,32.204,Jordan,1,1523
Athens,24.574,38.56,Greece,Amman,36.655,32.204,Jordan,1,1301
Amsterdam,5.273,52.514,Netherlands,Amman,36.655,32.204,Jordan,1,3380
Amman,36.655,32.204,Jordan,Zurich,8.915,47.774,Switzerland,1,2903
Amman,36.655,32.204,Jordan,Tunis,10.378,37.418,Tunisia,1,2459
Amman,36.655,32.204,Jordan,Sharm El Sheikh,34.658,28.628,Egypt,1,441
Amman,36.655,32.204,Jordan,Nairobi,37.545,-0.866,Kenya,1,3678
Amman,36.655,32.204,Jordan,Larnaca,34.041,35.458,Cyprus,1,434
Amman,36.655,32.204,Jordan,Khartoum,32.921,15.982,Sudan,1,1842
Amman,36.655,32.204,Jordan,Sulaymaniyah,45.524,35.934,Iraq,1,915
Amman,36.655,32.204,Jordan,Geneva,6.181,46.396,Switzerland,1,3032
Amman,36.655,32.204,Jordan,Erbil,44.605,36.396,Iraq,1,865
Amman,36.655,32.204,Jordan,Dammam,50.329,26.785,Saudi Arabia,1,1452
Amman,36.655,32.204,Jordan,Delhi,77.171,28.944,India,1,3873
Amman,36.655,32.204,Jordan,Colombo,80.473,7.301,Sri Lanka,1,5301
Amman,36.655,32.204,Jordan,Basrah,48.103,30.915,Iraq,1,1093
Amman,36.655,32.204,Jordan,Brussels,4.807,51.502,Belgium,1,3355
Amman,36.655,32.204,Jordan,Bombay,73.446,19.147,India,1,3938
Amman,36.655,32.204,Jordan,Baghdad,44.39,33.437,Iraq,1,735
Amman,36.655,32.204,Jordan,Benghazi,20.449,32.161,Libya,1,1523
Amman,36.655,32.204,Jordan,Athens,24.574,38.56,Greece,1,1301
Amman,36.655,32.204,Jordan,Amsterdam,5.273,52.514,Netherlands,1,3380
Amman,36.655,32.204,Jordan,Al Ain,56.015,24.436,United Arab Emirates,1,2078
Al Ain,56.015,24.436,United Arab Emirates,Amman,36.655,32.204,Jordan,1,2078
Waterford,-6.479,52.312,Ireland,Southend,1.159,51.952,United Kingdom,1,522
Waterford,-6.479,52.312,Ireland,Manchester,-1.792,53.589,United Kingdom,1,344
Waterford,-6.479,52.312,Ireland,London,-0.103,51.795,United Kingdom,1,439
Southend,1.159,51.952,United Kingdom,Waterford,-6.479,52.312,Ireland,1,522
Manchester,-1.792,53.589,United Kingdom,Waterford,-6.479,52.312,Ireland,1,344
London,-0.103,51.795,United Kingdom,Waterford,-6.479,52.312,Ireland,1,439
Isle Of Man,-4.374,54.138,Isle of Man,Dublin,-5.784,53.702,Ireland,1,104
Dublin,-5.784,53.702,Ireland,Isle Of Man,-4.374,54.138,Isle of Man,1,104
Reykjavik,-21.901,64.216,Iceland,Vagar,-6.796,62.106,Faroe Islands,1,791
Vagar,-6.796,62.106,Faroe Islands,Reykjavik,-21.901,64.216,Iceland,1,791
Vagar,-6.796,62.106,Faroe Islands,Copenhagen,13.093,56.029,Denmark,1,1314
Vagar,-6.796,62.106,Faroe Islands,Billund,9.252,56.233,Denmark,1,1118
Copenhagen,13.093,56.029,Denmark,Vagar,-6.796,62.106,Faroe Islands,1,1314
Billund,9.252,56.233,Denmark,Vagar,-6.796,62.106,Faroe Islands,1,1118
Moscow,38.51,55.681,Russia,Aleppo,37.373,36.301,Syria,1,2156
Vienna,16.949,48.183,Austria,Damascus,36.857,33.684,Syria,1,2309
Paris,2.916,49.021,France,Damascus,36.857,33.684,Syria,1,3266
Paris,2.916,49.021,France,Aleppo,37.373,36.301,Syria,1,3116
Madrid,-3.278,40.822,Spain,Damascus,36.857,33.684,Syria,1,3606
Latakia,36.581,35.668,Syria,Cairo,31.675,30.203,Egypt,1,760
Latakia,36.581,35.668,Syria,Abu Dhabi,55.085,24.721,United Arab Emirates,1,2148
Larnaca,34.041,35.458,Cyprus,Aleppo,37.373,36.301,Syria,1,314
Kuwait,48.614,29.377,Kuwait,Aleppo,37.373,36.301,Syria,1,1300
Khartoum,32.921,15.982,Sudan,Damascus,36.857,33.684,Syria,1,2007
Kamishly,41.318,37.034,Syria,Stockholm,18.531,60.086,Sweden,1,3029
Frankfurt,8.905,50.044,Germany,Aleppo,37.373,36.301,Syria,1,2742
Rome,12.417,42.34,Italy,Aleppo,37.373,36.301,Syria,1,2239
Yerevan,44.659,40.245,Armenia,Aleppo,37.373,36.301,Syria,1,772
Damascus,36.857,33.684,Syria,Vienna,16.949,48.183,Austria,1,2309
Damascus,36.857,33.684,Syria,Paris,2.916,49.021,France,1,3266
Damascus,36.857,33.684,Syria,Madrid,-3.278,40.822,Spain,1,3606
Damascus,36.857,33.684,Syria,Frankfurt,8.905,50.044,Germany,1,2914
Damascus,36.857,33.684,Syria,Rome,12.417,42.34,Italy,1,2336
Damascus,36.857,33.684,Syria,Beirut,35.813,34.368,Lebanon,1,122
Damascus,36.857,33.684,Syria,Athens,24.574,38.56,Greece,1,1227
Damascus,36.857,33.684,Syria,Amsterdam,5.273,52.514,Netherlands,1,3265
Cairo,31.675,30.203,Egypt,Latakia,36.581,35.668,Syria,1,760
Beirut,35.813,34.368,Lebanon,Damascus,36.857,33.684,Syria,1,122
Abu Dhabi,55.085,24.721,United Arab Emirates,Aleppo,37.373,36.301,Syria,1,2123
Athens,24.574,38.56,Greece,Damascus,36.857,33.684,Syria,1,1227
Athens,24.574,38.56,Greece,Aleppo,37.373,36.301,Syria,1,1156
Stockholm,18.531,60.086,Sweden,Kamishly,41.318,37.034,Syria,1,3029
Stockholm,18.531,60.086,Sweden,Aleppo,37.373,36.301,Syria,1,2966
Amsterdam,5.273,52.514,Netherlands,Damascus,36.857,33.684,Syria,1,3265
Amsterdam,5.273,52.514,Netherlands,Aleppo,37.373,36.301,Syria,1,3082
Aleppo,37.373,36.301,Syria,Paris,2.916,49.021,France,1,3116
Aleppo,37.373,36.301,Syria,Frankfurt,8.905,50.044,Germany,1,2742
Aleppo,37.373,36.301,Syria,Yerevan,44.659,40.245,Armenia,1,772
Aleppo,37.373,36.301,Syria,Brussels,4.807,51.502,Belgium,1,3069
Aleppo,37.373,36.301,Syria,Abu Dhabi,55.085,24.721,United Arab Emirates,1,2123
Aleppo,37.373,36.301,Syria,Athens,24.574,38.56,Greece,1,1156
Aleppo,37.373,36.301,Syria,Algier,3.359,37.151,Algeria,1,3016
Algier,3.359,37.151,Algeria,Aleppo,37.373,36.301,Syria,1,3016
Kuala Lumpur,102.183,3.242,Malaysia,Kathmandu,85.598,28.16,Nepal,1,3281
Kathmandu,85.598,28.16,Nepal,Kuala Lumpur,102.183,3.242,Malaysia,1,3281
Yakutsk,130.284,62.155,Russia,Harbin,126.417,46.039,China,1,1808
Prague,14.433,50.168,Czech Republic,Krasnodar,39.284,45.057,Russia,1,1937
Krasnodar,39.284,45.057,Russia,Prague,14.433,50.168,Czech Republic,1,1937
Irkutsk,104.648,52.446,Russia,Dushanbe,69.375,38.905,Tajikistan,1,3083
Harbin,126.417,46.039,China,Yakutsk,130.284,62.155,Russia,1,1808
Dushanbe,69.375,38.905,Tajikistan,Irkutsk,104.648,52.446,Russia,1,3083
Surabaya,113.311,-6.967,Indonesia,Penang,100.461,5.495,Malaysia,1,1988
Surabaya,113.311,-6.967,Indonesia,Bangkok,101.245,14.135,Thailand,1,2697
Singapore,104.657,1.583,Singapore,Yogyakarta,110.719,-7.647,Indonesia,1,1226
Ho Chi Minh City,107.086,11.364,Vietnam,Jakarta,107.093,-5.543,Indonesia,1,1879
Penang,100.461,5.495,Malaysia,Surabaya,113.311,-6.967,Indonesia,1,1988
Penang,100.461,5.495,Malaysia,Jakarta,107.093,-5.543,Indonesia,1,1431
Medan,99.119,3.93,Indonesia,Bangkok,101.245,14.135,Thailand,1,1158
Yogyakarta,110.719,-7.647,Indonesia,Singapore,104.657,1.583,Singapore,1,1226
Phuket,98.528,8.188,Thailand,Jakarta,107.093,-5.543,Indonesia,1,1798
Jakarta,107.093,-5.543,Indonesia,Ho Chi Minh City,107.086,11.364,Vietnam,1,1879
Jakarta,107.093,-5.543,Indonesia,Penang,100.461,5.495,Malaysia,1,1431
Jakarta,107.093,-5.543,Indonesia,Phuket,98.528,8.188,Thailand,1,1798
Bangkok,101.245,14.135,Thailand,Surabaya,113.311,-6.967,Indonesia,1,2697
Bangkok,101.245,14.135,Thailand,Medan,99.119,3.93,Indonesia,1,1158
Savannakhet,105.265,16.927,Laos,Bangkok,101.245,14.135,Thailand,1,530
Vientiane,102.938,18.647,Laos,Singapore,104.657,1.583,Singapore,1,1906
Vientiane,102.938,18.647,Laos,Siem-reap,104.354,13.684,Cambodia,1,572
Singapore,104.657,1.583,Singapore,Vientiane,102.938,18.647,Laos,1,1906
Ho Chi Minh City,107.086,11.364,Vietnam,Pakse,106.302,15.22,Laos,1,437
Siem-reap,104.354,13.684,Cambodia,Vientiane,102.938,18.647,Laos,1,572
Siem-reap,104.354,13.684,Cambodia,Pakse,106.302,15.22,Laos,1,270
Pakse,106.302,15.22,Laos,Ho Chi Minh City,107.086,11.364,Vietnam,1,437
Pakse,106.302,15.22,Laos,Siem-reap,104.354,13.684,Cambodia,1,270
Pakse,106.302,15.22,Laos,Bangkok,101.245,14.135,Thailand,1,557
Luang Prabang,102.267,20.496,Laos,Jinghong,101.266,22.623,China,1,258
Luang Prabang,102.267,20.496,Laos,Chiang Mai,99.604,19.278,Thailand,1,309
Jinghong,101.266,22.623,China,Luang Prabang,102.267,20.496,Laos,1,258
Chiang Mai,99.604,19.278,Thailand,Luang Prabang,102.267,20.496,Laos,1,309
Bangkok,101.245,14.135,Thailand,Savannakhet,105.265,16.927,Laos,1,530
Bangkok,101.245,14.135,Thailand,Pakse,106.302,15.22,Laos,1,557
Moscow,38.51,55.681,Russia,Nikolayev,32.533,47.096,Ukraine,1,1039
Moscow,38.51,55.681,Russia,Kharkov,36.483,50.541,Ukraine,1,587
Nikolayev,32.533,47.096,Ukraine,Moscow,38.51,55.681,Russia,1,1039
Kharkov,36.483,50.541,Ukraine,Moscow,38.51,55.681,Russia,1,587
Tenerife,-16.288,28.074,Spain,Prague,14.433,50.168,Czech Republic,1,3567
Prague,14.433,50.168,Czech Republic,Gran Canaria,-14.978,28.553,Spain,1,3447
Prague,14.433,50.168,Czech Republic,Fuerteventura,-13.773,28.754,Spain,1,3357
Gran Canaria,-14.978,28.553,Spain,Prague,14.433,50.168,Czech Republic,1,3447
Zurich,8.915,47.774,Switzerland,Doha,51.941,25.435,Qatar,1,4490
Montreal,-73.569,45.784,Canada,Doha,51.941,25.435,Qatar,1,10377
Vienna,16.949,48.183,Austria,Doha,51.941,25.435,Qatar,1,3955
Venice,12.586,45.842,Italy,Doha,51.941,25.435,Qatar,1,4157
Berlin,13.479,52.932,Germany,Doha,51.941,25.435,Qatar,1,4419
Tunis,10.378,37.418,Tunisia,Doha,51.941,25.435,Qatar,1,4124
Trivandrum,77.533,8.803,India,Doha,51.941,25.435,Qatar,1,3276
Stuttgart,9.369,49.149,Germany,Doha,51.941,25.435,Qatar,1,4508
Singapore,104.657,1.583,Singapore,Doha,51.941,25.435,Qatar,1,6230
Mahe,55.869,-4.458,Seychelles,Doha,51.941,25.435,Qatar,1,3350
Shanghai,122.342,31.238,China,Doha,51.941,25.435,Qatar,1,6805
Beijing,116.974,40.133,China,Doha,51.941,25.435,Qatar,1,6156
Bucharest,26.17,44.953,Romania,Doha,51.941,25.435,Qatar,1,3166
Oslo,11.167,60.323,Norway,Doha,51.941,25.435,Qatar,1,4961
Nice,7.359,44.097,France,Milano,9.213,46.051,Italy,1,261
Nairobi,37.545,-0.866,Kenya,Doha,51.941,25.435,Qatar,1,3308
Milano,9.213,46.051,Italy,Nice,7.359,44.097,France,1,261
Milano,9.213,46.051,Italy,Doha,51.941,25.435,Qatar,1,4412
Munich,12.31,48.589,Germany,Doha,51.941,25.435,Qatar,1,4285
Male,73.881,4.319,Maldives,Doha,51.941,25.435,Qatar,1,3315
Mashhad,59,36,Iran,Doha,51.941,25.435,Qatar,1,1353
Melbourne,145.405,-37.456,Australia,Doha,51.941,25.435,Qatar,1,11978
Madinah,40.175,24.922,Saudi Arabia,Doha,51.941,25.435,Qatar,1,1185
Madrid,-3.278,40.822,Spain,Doha,51.941,25.435,Qatar,1,5324
Madras,80.3,13.657,India,Doha,51.941,25.435,Qatar,1,3237
Luxor,33.177,26.118,Egypt,Doha,51.941,25.435,Qatar,1,1878
Lagos,3.535,6.962,Nigeria,Doha,51.941,25.435,Qatar,1,5523
Lahore,74.672,31.869,Pakistan,Doha,51.941,25.435,Qatar,1,2325
Kathmandu,85.598,28.16,Nepal,Doha,51.941,25.435,Qatar,1,3343
Johannesburg,28.41,-25.566,South Africa,Doha,51.941,25.435,Qatar,1,6208
Islamabad,73.165,34.027,Pakistan,Doha,51.941,25.435,Qatar,1,2254
Tehran,51,35,Iran,Doha,51.941,25.435,Qatar,1,1067
Hyderabad,78.779,17.755,India,Doha,51.941,25.435,Qatar,1,2896
Hong Kong,114.524,22.514,Hong Kong,Doha,51.941,25.435,Qatar,1,6308
Alexandria,30.16,31.529,Egypt,Doha,51.941,25.435,Qatar,1,2229
Geneva,6.181,46.396,Switzerland,Doha,51.941,25.435,Qatar,1,4647
Sao Paulo,-46.116,-23.054,Brazil,Doha,51.941,25.435,Qatar,1,11846
Goa,74.385,15.634,India,Doha,51.941,25.435,Qatar,1,2573
Rome,12.417,42.34,Italy,Doha,51.941,25.435,Qatar,1,4055
Ankara,33.658,40.213,Turkey,Doha,51.941,25.435,Qatar,1,2361
Entebbe,32.739,0.07,Uganda,Doha,51.941,25.435,Qatar,1,3493
Doha,51.941,25.435,Qatar,Zurich,8.915,47.774,Switzerland,1,4490
Doha,51.941,25.435,Qatar,Montreal,-73.569,45.784,Canada,1,10377
Doha,51.941,25.435,Qatar,Vienna,16.949,48.183,Austria,1,3955
Doha,51.941,25.435,Qatar,Venice,12.586,45.842,Italy,1,4157
Doha,51.941,25.435,Qatar,Berlin,13.479,52.932,Germany,1,4419
Doha,51.941,25.435,Qatar,Tunis,10.378,37.418,Tunisia,1,4124
Doha,51.941,25.435,Qatar,Trivandrum,77.533,8.803,India,1,3276
Doha,51.941,25.435,Qatar,Stuttgart,9.369,49.149,Germany,1,4508
Doha,51.941,25.435,Qatar,Singapore,104.657,1.583,Singapore,1,6230
Doha,51.941,25.435,Qatar,Mahe,55.869,-4.458,Seychelles,1,3350
Doha,51.941,25.435,Qatar,Shanghai,122.342,31.238,China,1,6805
Doha,51.941,25.435,Qatar,Beijing,116.974,40.133,China,1,6156
Doha,51.941,25.435,Qatar,Bucharest,26.17,44.953,Romania,1,3166
Doha,51.941,25.435,Qatar,Oslo,11.167,60.323,Norway,1,4961
Doha,51.941,25.435,Qatar,Nairobi,37.545,-0.866,Kenya,1,3308
Doha,51.941,25.435,Qatar,Milano,9.213,46.051,Italy,1,4412
Doha,51.941,25.435,Qatar,Munich,12.31,48.589,Germany,1,4285
Doha,51.941,25.435,Qatar,Male,73.881,4.319,Maldives,1,3315
Doha,51.941,25.435,Qatar,Mashhad,59,36,Iran,1,1353
Doha,51.941,25.435,Qatar,Melbourne,145.405,-37.456,Australia,1,11978
Doha,51.941,25.435,Qatar,Madinah,40.175,24.922,Saudi Arabia,1,1185
Doha,51.941,25.435,Qatar,Madrid,-3.278,40.822,Spain,1,5324
Doha,51.941,25.435,Qatar,Madras,80.3,13.657,India,1,3237
Doha,51.941,25.435,Qatar,Luxor,33.177,26.118,Egypt,1,1878
Doha,51.941,25.435,Qatar,Lagos,3.535,6.962,Nigeria,1,5523
Doha,51.941,25.435,Qatar,Lahore,74.672,31.869,Pakistan,1,2325
Doha,51.941,25.435,Qatar,Johannesburg,28.41,-25.566,South Africa,1,6208
Doha,51.941,25.435,Qatar,Islamabad,73.165,34.027,Pakistan,1,2254
Doha,51.941,25.435,Qatar,Tehran,51,35,Iran,1,1067
Doha,51.941,25.435,Qatar,Hyderabad,78.779,17.755,India,1,2896
Doha,51.941,25.435,Qatar,Hong Kong,114.524,22.514,Hong Kong,1,6308
Doha,51.941,25.435,Qatar,Alexandria,30.16,31.529,Egypt,1,2229
Doha,51.941,25.435,Qatar,Geneva,6.181,46.396,Switzerland,1,4647
Doha,51.941,25.435,Qatar,Sao Paulo,-46.116,-23.054,Brazil,1,11846
Doha,51.941,25.435,Qatar,Goa,74.385,15.634,India,1,2573
Doha,51.941,25.435,Qatar,Rome,12.417,42.34,Italy,1,4055
Doha,51.941,25.435,Qatar,Ankara,33.658,40.213,Turkey,1,2361
Doha,51.941,25.435,Qatar,Entebbe,32.739,0.07,Uganda,1,3493
Doha,51.941,25.435,Qatar,Moscow,38.51,55.681,Russia,1,3535
Doha,51.941,25.435,Qatar,Dar Es Salaam,39.337,-6.797,Tanzania,1,3834
Doha,51.941,25.435,Qatar,Dhaka,90.662,24.405,Bangladesh,1,3892
Doha,51.941,25.435,Qatar,Copenhagen,13.093,56.029,Denmark,1,4612
Doha,51.941,25.435,Qatar,Chongqing,107.069,30.198,China,1,5395
Doha,51.941,25.435,Qatar,Jakarta,107.093,-5.543,Indonesia,1,6874
Doha,51.941,25.435,Qatar,Cebu,124.632,10.512,Philippines,1,7780
Doha,51.941,25.435,Qatar,Paris,2.916,49.021,France,1,4954
Doha,51.941,25.435,Qatar,Calcutta,88.744,23.091,India,1,3728
Doha,51.941,25.435,Qatar,Calicut,76.592,11.228,India,1,3034
Doha,51.941,25.435,Qatar,Guangzhou,113.497,23.654,China,1,6172
Doha,51.941,25.435,Qatar,Budapest,19.425,47.728,Hungary,1,3769
Doha,51.941,25.435,Qatar,Brussels,4.807,51.502,Belgium,1,4899
Doha,51.941,25.435,Qatar,Bangalore,78.113,13.583,India,1,3034
Doha,51.941,25.435,Qatar,Bangkok,101.245,14.135,Thailand,1,5279
Doha,51.941,25.435,Qatar,Benghazi,20.449,32.161,Libya,1,3146
Doha,51.941,25.435,Qatar,BarcelonaS,2.13,41.495,Spain,1,4876
Doha,51.941,25.435,Qatar,Amritsar,75.328,32.182,India,1,2393
Doha,51.941,25.435,Qatar,Athens,24.574,38.56,Greece,1,2947
Doha,51.941,25.435,Qatar,Stockholm,18.531,60.086,Sweden,1,4621
Doha,51.941,25.435,Qatar,Ahmedabad,73.057,23.128,India,1,2153
Doha,51.941,25.435,Qatar,Algier,3.359,37.151,Algeria,1,4742
Moscow,38.51,55.681,Russia,Doha,51.941,25.435,Qatar,1,3535
Dar Es Salaam,39.337,-6.797,Tanzania,Doha,51.941,25.435,Qatar,1,3834
Copenhagen,13.093,56.029,Denmark,Doha,51.941,25.435,Qatar,1,4612
Chongqing,107.069,30.198,China,Doha,51.941,25.435,Qatar,1,5395
Jakarta,107.093,-5.543,Indonesia,Doha,51.941,25.435,Qatar,1,6874
Cebu,124.632,10.512,Philippines,Doha,51.941,25.435,Qatar,1,7780
Paris,2.916,49.021,France,Doha,51.941,25.435,Qatar,1,4954
Calcutta,88.744,23.091,India,Doha,51.941,25.435,Qatar,1,3728
Calicut,76.592,11.228,India,Doha,51.941,25.435,Qatar,1,3034
Guangzhou,113.497,23.654,China,Doha,51.941,25.435,Qatar,1,6172
Budapest,19.425,47.728,Hungary,Doha,51.941,25.435,Qatar,1,3769
Brussels,4.807,51.502,Belgium,Doha,51.941,25.435,Qatar,1,4899
Bangalore,78.113,13.583,India,Doha,51.941,25.435,Qatar,1,3034
Bangkok,101.245,14.135,Thailand,Doha,51.941,25.435,Qatar,1,5279
Benghazi,20.449,32.161,Libya,Doha,51.941,25.435,Qatar,1,3146
BarcelonaS,2.13,41.495,Spain,Doha,51.941,25.435,Qatar,1,4876
Amritsar,75.328,32.182,India,Doha,51.941,25.435,Qatar,1,2393
