departure city,arrival city,number of routes,distance
Houston,Panama City,4,2907
Wuxi,Taipei,4,747
Wuhan,Taipei,4,973
Taipei,Wuxi,4,747
Taipei,Wuhan,4,973
Port Moresby,Brisbane,4,2082
Brisbane,Port Moresby,4,2082
Yanji,Seoul,4,681
Xiamen,Singapore,4,2973
Wuhan,Hong Kong,4,977
Weihai,Seoul,4,388
Jinan,Seoul,4,827
Qingdao,Osaka,4,1348
Sydney,Shanghai,4,7854
Moscow,Beijing,4,5758
Singapore,Xiamen,4,2973
Singapore,Beijing,4,4463
Shenyang,Tokyo,4,1595
San Francisco,Shanghai,4,9832
San Francisco,Beijing,4,9456
Shanghai,Sydney,4,7854
Shanghai,San Francisco,4,9832
Shanghai,Fukuoka,4,844
Busan,Beijing,4,1229
Beijing,Moscow,4,5758
Beijing,Singapore,4,4463
Beijing,San Francisco,4,9456
Beijing,Busan,4,1229
Beijing,Kuala Lumpur,4,4363
Beijing,Washington,4,11037
Beijing,Bangkok,4,3271
Tokyo,Shenyang,4,1595
Madrid,Sao Paulo,4,8367
Kuala Lumpur,Beijing,4,4363
Osaka,Qingdao,4,1348
Seoul,Yanji,4,681
Seoul,Weihai,4,388
Seoul,Jinan,4,827
Seoul,Dalian,4,467
Washington,Beijing,4,11037
Hong Kong,Wuhan,4,977
Sao Paulo,Madrid,4,8367
Fukuoka,Shanghai,4,844
Dalian,Seoul,4,467
Bangkok,Beijing,4,3271
Malabo,Douala,4,116
Douala,Malabo,4,116
Busan,Fukuoka,4,182
Fukuoka,Busan,4,182
Riga,Moscow,4,873
Riga,Stockholm,4,450
Moscow,Riga,4,873
Stockholm,Riga,4,450
Taipei,Beijing,4,1718
Taipei,Kuala Lumpur,4,3185
Taipei,Hangzhou,4,587
Taipei,Haikou,4,1200
Taipei,Guangzhou,4,815
Taipei,Bangkok,4,2433
Beijing,Taipei,4,1718
Kuala Lumpur,Taipei,4,3185
Hangzhou,Taipei,4,587
Haikou,Taipei,4,1200
Guangzhou,Taipei,4,815
Bangkok,Taipei,4,2433
Riyadh,Bahrain,4,400
Bahrain,Riyadh,4,400
Muscat,Karachi,4,903
Karachi,Muscat,4,903
Doha,Dubai,4,368
Stavanger,London,4,935
Malta,Manchester,4,2298
Mombasa,Addis Ababa,4,1449
Manchester,Malta,4,2298
Manchester,Newark,4,5338
Manchester,Copenhagen,4,989
Manchester,Abu Dhabi,4,5655
Luxor,London,4,3990
London,Stavanger,4,935
London,Luxor,4,3990
London,Bergen,4,1023
Glasgow,Newark,4,5122
Newark,Manchester,4,5338
Newark,Glasgow,4,5122
Newark,Edinburgh,4,5185
Newark,Birmingham,4,5377
Edinburgh,Newark,4,5185
Copenhagen,Manchester,4,989
Birmingham,Newark,4,5377
Bergen,London,4,1023
Abu Dhabi,Manchester,4,5655
Tel-aviv,London,4,3617
Singapore,Adelaide,4,5398
Marrakech,London,4,2278
Shanghai,London,4,9216
Prague,London,4,1031
Oslo,London,4,1175
Maputo,Johannesburg,4,456
Manchester,Madrid,4,1423
Manchester,Duesseldorf,4,656
Madrid,Manchester,4,1423
London,Tel-aviv,4,3617
London,Shanghai,4,9216
London,Prague,4,1031
London,Oslo,4,1175
London,Johannesburg,4,9040
London,Cape Town,4,9713
London,Amman,4,3676
London,Marrakech,4,2278
London,Isle Of Man,4,386
London,Cancun,4,7961
Johannesburg,London,4,9040
Isle Of Man,London,4,386
Johannesburg,Maputo,4,456
Duesseldorf,Manchester,4,656
Duesseldorf,Birmingham,4,620
Cape Town,London,4,9713
Birmingham,Duesseldorf,4,620
Amman,London,4,3676
Adelaide,Singapore,4,5398
Xi'an,Taipei,4,1582
Taipei,Xi'an,4,1582
Taipei,Qingdao,4,1260
Taipei,Shenzhen,4,750
Taipei,Fuzhou,4,204
Taipei,Dalian,4,1610
Qingdao,Taipei,4,1260
Shenzhen,Taipei,4,750
Ho Chi Minh City,Kaohsiung,4,1925
Kaohsiung,Ho Chi Minh City,4,1925
Fuzhou,Taipei,4,204
Dalian,Taipei,4,1610
ValenciaS,Rome,4,1087
Berlin,Amsterdam,4,554
Torino,Moscow,4,2412
Moscow,Torino,4,2412
Prague,Rome,4,884
Porto,Milano,4,1507
Milano,Porto,4,1507
Lagos,Accra,4,363
Istanbul,Rome,4,1400
Bishkek,Moscow,4,2928
Frankfurt,Abu Dhabi,4,4845
Rome,ValenciaS,4,1087
Rome,Prague,4,884
Rome,Istanbul,4,1400
Rome,BarcelonaS,4,855
Dubai,Amsterdam,4,5143
Copenhagen,Amsterdam,4,640
Bangkok,Abu Dhabi,4,4957
BarcelonaS,Rome,4,855
Abu Dhabi,Johannesburg,4,6284
Abu Dhabi,Frankfurt,4,4845
Abu Dhabi,Bangkok,4,4957
Amsterdam,Berlin,4,554
Amsterdam,Copenhagen,4,640
Oslo,Helsinki,4,791
Helsinki,Oslo,4,791
Helsinki,Brussels,4,1624
Brussels,Helsinki,4,1624
San Salvador,Managua,4,347
Brazzaville,Pointe-noire,4,342
San Jose Del Cabo,San Francisco,4,2023
San Francisco,San Jose Del Cabo,4,2023
San Francisco,Auckland,4,10481
Lima,Buenos Aires,4,3187
Buenos Aires,Lima,4,3187
Asuncion,Buenos Aires,4,1113
Buenos Aires,Asuncion,4,1113
Prague,Milano,4,599
Milano,Prague,4,599
Panama City,Managua,4,804
Mexico City,Madrid,4,9007
Mexico City,Lima,4,4209
Mexico City,Houston,4,1264
Madrid,Mexico City,4,9007
Lima,Mexico City,4,4209
Los Angeles,Del Bajio,4,2185
Houston,Mexico City,4,1264
Cancun,Boston,4,2844
Cancun,Atlanta,4,1470
Boston,Cancun,4,2844
Del Bajio,Los Angeles,4,2185
Atlanta,Cancun,4,1470
Singapore,Pulau,4,740
Singapore,Kota Kinabalu,4,1382
Pulau,Singapore,4,740
Kuala Lumpur,Phuket,4,682
Phuket,Kuala Lumpur,4,682
Hong Kong,Kota Kinabalu,4,1781
Kota Kinabalu,Singapore,4,1382
Kota Kinabalu,Hong Kong,4,1781
Oran,Paris,4,1468
Paris,Oran,4,1468
ValenciaS,Paris,4,1051
Venice,Paris,4,807
Pointe-a-pitre,Paris,4,6759
Prague,Paris,4,838
Phnom-penh,Bangkok,4,514
Bucharest,London,4,2070
Oslo,Paris,4,1361
Paris,Alicante,4,1200
NewcastleU,Paris,4,735
Nice,Rome,4,453
Nairobi,Kigali,4,821
Lyon,Brussels,4,588
Lusaka,Lilongwe,4,613
Lilongwe,Lusaka,4,613
Milan,Frankfurt,4,480
Milan,Brussels,4,725
London,Bucharest,4,2070
London,Firenze,4,1184
Los Angeles,Paris,4,9043
Djibouti,Addis Ababa,4,498
New York,Dublin,4,5087
Frankfurt,Milan,4,480
Frankfurt,Rome,4,898
Firenze,London,4,1184
Fort-de-france,Paris,4,6815
Rome,Nice,4,453
Rome,Frankfurt,4,898
Dzaoudzi,Moroni,4,272
Duesseldorf,Paris,4,413
Dublin,New York,4,5087
Paris,ValenciaS,4,1051
Paris,Venice,4,807
Paris,Philipsburg,4,6720
Paris,Pointe-a-pitre,4,6759
Paris,Prague,4,838
Paris,Oslo,4,1361
Paris,NewcastleU,4,735
Paris,Los Angeles,4,9043
Paris,Fort-de-france,4,6815
Paris,Edinburgh,4,928
Paris,Duesseldorf,4,413
Paris,Algier,4,1320
Brussels,Lyon,4,588
Brussels,Milan,4,725
Bordeaux,BarcelonaS,4,482
Bangkok,Phnom-penh,4,514
BarcelonaS,Bordeaux,4,482
Amsterdam,Abu Dhabi,4,5168
Algier,Paris,4,1320
Alicante,Paris,4,1200
Xiamen,Taipei,4,320
Taipei,Xiamen,4,320
Taipei,Shenyang,4,1845
Taipei,Nanjing,4,812
Taipei,Changcha,4,871
Shenyang,Taipei,4,1845
Nanjing,Taipei,4,812
Changcha,Taipei,4,871
Toronto,Orlando,4,1718
Toronto,Newark,4,576
Toronto,Detroit,4,347
Toronto,Boston,4,749
Toronto,Atlanta,4,1188
Vancouver,Portland,4,372
Vancouver,Las Vegas,4,1605
Vancouver,Honolulu,4,4372
Vancouver,Newark,4,3872
Halifax,London,4,4541
Edmonton,London,4,6767
Riyadh,London,4,4904
Portland,Vancouver,4,372
Orlando,Toronto,4,1718
London,Halifax,4,4541
London,Edmonton,4,6767
London,Riyadh,4,4904
Las Vegas,Vancouver,4,1605
Honolulu,Vancouver,4,4372
Newark,Toronto,4,576
Newark,Vancouver,4,3872
Boston,Toronto,4,749
Atlanta,Toronto,4,1188
Zurich,Vienna,4,599
Zurich,Madrid,4,1238
Vienna,Berlin,4,582
Vienna,Sofia,4,764
Vienna,Bucharest,4,790
Vienna,Milano,4,631
Vienna,Rome,4,739
Vienna,Paris,4,1034
Berlin,Vienna,4,582
Berlin,Tenerife,4,3686
Berlin,Madrid,4,1844
Tel-aviv,Munich,4,2673
Tenerife,Berlin,4,3686
Berlin,Istanbul,4,1728
Stuttgart,Istanbul,4,1763
Sofia,Vienna,4,764
Istanbul,Berlin,4,1728
Istanbul,Stuttgart,4,1763
Istanbul,Cologne,4,2001
Palma de Mallorca,Frankfurt,4,1210
Bucharest,Vienna,4,790
Milano,Vienna,4,631
Munich,Tel-aviv,4,2673
Munich,Madrid,4,1499
Munich,Catania,4,1223
Madrid,Zurich,4,1238
Madrid,Berlin,4,1844
Madrid,Munich,4,1499
Geneva,Madrid,4,980
Frankfurt,Palma de Mallorca,4,1210
Frankfurt,Budapest,4,810
Rome,Vienna,4,739
Rome,Duesseldorf,4,1088
Duesseldorf,Rome,4,1088
Catania,Munich,4,1223
Cologne,Istanbul,4,2001
Paris,Vienna,4,1034
Budapest,Frankfurt,4,810
Toronto,Miami,4,1980
Toronto,Los Angeles,4,3451
Toronto,Dallas-fort Worth,4,1883
Vancouver,Tokyo,4,7474
Vancouver,Hong Kong,4,10237
Montreal,Detroit,4,838
Taipei,Seattle,4,9751
San Juan,Chicago,4,3396
San Juan,New York,4,2605
San JoseC,Miami,4,1788
San Jose Del Cabo,Los Angeles,4,1503
Seattle,Taipei,4,9751
San Pedro Sula,Miami,4,1441
San Salvador,Miami,4,1662
San Salvador,Dallas-fort Worth,4,2340
Puerto Vallarta,Chicago,4,2862
Panama City,Miami,4,1915
Philadelphia,London,4,5627
Peshawar,Abu Dhabi,4,1956
Chicago,San Juan,4,3396
Chicago,Puerto Vallarta,4,2862
Chicago,Montego Bay,4,2807
Chicago,Cancun,4,2400
Tokyo,Vancouver,4,7474
Nandi,Los Angeles,4,8922
Miami,Toronto,4,1980
Miami,San JoseC,4,1788
Miami,San Pedro Sula,4,1441
Miami,San Salvador,4,1662
Miami,Panama City,4,1915
Miami,Managua,4,1679
Miami,Sao Paulo,4,6579
Miami,Rio De Janeiro,4,6753
Miami,Duesseldorf,4,7557
Managua,Miami,4,1679
Melbourne,Los Angeles,4,12768
Manchester,New York,4,5345
Madrid,Budapest,4,1954
London,Philadelphia,4,5627
Los Angeles,Toronto,4,3451
Los Angeles,San Jose Del Cabo,4,1503
Los Angeles,Nandi,4,8922
Los Angeles,Melbourne,4,12768
Los Angeles,Brisbane,4,11564
Osaka,Honolulu,4,6589
New York,Rio De Janeiro,4,7772
Honolulu,Osaka,4,6589
Hong Kong,Vancouver,4,10237
Sao Paulo,Miami,4,6579
Rio De Janeiro,Miami,4,6753
Rio De Janeiro,New York,4,7772
Duesseldorf,Miami,4,7557
Detroit,Montreal,4,838
Dallas-fort Worth,Toronto,4,1883
Dallas-fort Worth,San Salvador,4,2340
Cancun,Chicago,4,2400
Brisbane,Los Angeles,4,11564
Abu Dhabi,Peshawar,4,1956
Tirana,Athens,4,509
Istanbul,Athens,4,530
Rome,Athens,4,1109
Paris,Athens,4,2080
BarcelonaS,Athens,4,1933
Athens,Tirana,4,509
Athens,Istanbul,4,530
Athens,Rome,4,1109
Athens,Paris,4,2080
Athens,BarcelonaS,4,1933
Hyderabad,Dubai,4,2538
Hong Kong,Delhi,4,3793
Newark,Brussels,4,5834
Dubai,Hyderabad,4,2538
Delhi,Hong Kong,4,3793
Calcutta,Bangkok,4,1649
Brussels,Newark,4,5834
Bangkok,Calcutta,4,1649
Miami,BarcelonaV,4,2412
BarcelonaV,Miami,4,2412
Larnaca,Athens,4,908
Frankfurt,Paris,4,446
St. Croix Island,San Juan,4,94
San Juan,St. Croix Island,4,94
Roadtown/beef Island,San Juan,4,115
Istanbul,Nicosia,4,808
Nicosia,Istanbul,4,808
Yangon,Bangkok,4,655
Bangkok,Yangon,4,655
Marrakech,Paris,4,2078
Paris,Marrakech,4,2078
Paris,Casablanca,4,1910
Paris,Agadir,4,2286
Casablanca,Paris,4,1910
Agadir,Paris,4,2286
Seoul,Phuket,4,4342
Phuket,Seoul,4,4342
St. Petersburg,Kiev,4,1087
Kiev,St. Petersburg,4,1087
Busan,Bangkok,4,3679
Bangkok,Busan,4,3679
Tel-aviv,Moscow,4,2641
Moscow,Tel-aviv,4,2641
Singapore,Delhi,4,4211
Muscat,Bombay,4,1637
Delhi,Singapore,4,4211
Bombay,Muscat,4,1637
Taipei,Manila,4,1143
Busan,Cebu,4,2800
Manila,Taipei,4,1143
Manila,Hong Kong,4,1093
Manila,Bangkok,4,2131
Hong Kong,Manila,4,1093
Cebu,Busan,4,2800
Bangkok,Manila,4,2131
Zanzibar,Mombasa,4,265
Nairobi,Entebbe,4,544
Mombasa,Zanzibar,4,265
Managua,San JoseC,4,274
Tenerife,Cologne,4,3255
Stuttgart,Thessaloniki,4,1446
London,Cologne,4,508
Thessaloniki,Stuttgart,4,1446
Pristina,Frankfurt,4,1216
Gran Canaria,Cologne,4,3144
Frankfurt,Pristina,4,1216
Cologne,Vienna,4,784
Cologne,Tenerife,4,3255
Cologne,London,4,508
Cologne,Gran Canaria,4,3144
Kabul,Dubai,4,1690
Kabul,Delhi,4,993
Dubai,Kabul,4,1690
Delhi,Kabul,4,993
St. Petersburg,Dushanbe,4,3591
Dushanbe,St. Petersburg,4,3591
Dushanbe,Alma-ata,4,826
Alma-ata,Dushanbe,4,826
Dhaka,Kathmandu,4,655
Fort Lauderdale,Bogota,4,2415
Bogota,Fort Lauderdale,4,2415
Taipei,Chongqing,4,1517
Chongqing,Taipei,4,1517
Castries,Fort-de-france,4,126
Fort-de-france,Castries,4,126
Willemstad,Oranjestad,4,74
Oranjestad,Willemstad,4,74
Tanger,BarcelonaS,4,907
Lyon,Casablanca,4,1754
Casablanca,Lyon,4,1754
BarcelonaS,Tanger,4,907
Singapore,Yangon,4,1996
Singapore,Hanoi,4,2207
Yangon,Singapore,4,1996
Hanoi,Singapore,4,2207
Guangzhou,Singapore,4,2632
Hong Kong,Cebu,4,1713
Cebu,Hong Kong,4,1713
Istanbul,Kichinau Fir/acc/com,4,658
Kichinau Fir/acc/com,Istanbul,4,658
Ouagadougou,Bamako,4,730
Beaufort,Moscow,4,8612
Moscow,Beaufort,4,8612
Philadelphia,Nassau,3,1725
Nassau,Philadelphia,3,1725
Nassau,Charlotte,3,1200
Freeport,Charlotte,3,964
Cancun,San Francisco,3,3856
Charlotte,Nassau,3,1200
Charlotte,Freeport,3,964
Porto,Newark,3,5307
Newark,Porto,3,5307
Paphos,London,3,3190
London,Paphos,3,3190
London,Funchal,3,2462
Funchal,London,3,2462
Paris,Djerba,3,1759
Djerba,Paris,3,1759
Sharm El Sheikh,East Midlands,3,3986
Manchester,Fuerteventura,3,2928
Manchester,Las Palmas,3,2829
London,Hurghada,3,3952
Hurghada,London,3,3952
Fuerteventura,Manchester,3,2928
East Midlands,Sharm El Sheikh,3,3986
Las Palmas,Manchester,3,2829
San Francisco,San Salvador,3,4265
San Salvador,San Francisco,3,4265
San Salvador,New York,3,3360
San Salvador,Washington,3,3079
New York,San Salvador,3,3360
Washington,San Salvador,3,3079
Jeddah,Istanbul,3,2356
Istanbul,Jeddah,3,2356
Moscow,Ho Chi Minh City,3,7629
Moscow,Punta Cana,3,9259
Moscow,Phuket,3,7410
Moscow,Goa,3,5393
Moscow,Donetsk,3,840
Ho Chi Minh City,Moscow,3,7629
Punta Cana,Moscow,3,9259
Phuket,Moscow,3,7410
Goa,Moscow,3,5393
Donetsk,Moscow,3,840
Stavanger,NewcastleU,3,666
Stavanger,Aberdeen,3,507
NewcastleU,Stavanger,3,666
Copenhagen,Brussels,3,740
Brussels,Copenhagen,3,740
Brussels,Stockholm,3,1278
Stockholm,Brussels,3,1278
Aberdeen,Stavanger,3,507
Riyadh,Khartoum,3,1823
Khartoum,Riyadh,3,1823
Toronto,Lisbon,3,5718
Paris,Funchal,3,2392
Lisbon,Toronto,3,5718
Funchal,Paris,3,2392
Bucharest,BarcelonaS,3,1977
BarcelonaS,Bucharest,3,1977
Riyadh,Amman,3,1258
Moscow,Amman,3,2614
Amman,Riyadh,3,1258
Amman,Moscow,3,2614
Riyadh,Damascus,3,1340
Jeddah,Damascus,3,1305
Damascus,Riyadh,3,1340
Damascus,Jeddah,3,1305
Kiev,Copenhagen,3,1359
Funchal,Copenhagen,3,3413
Copenhagen,Kiev,3,1359
Copenhagen,Funchal,3,3413
Novosibirsk,Bishkek,3,1454
Bishkek,Novosibirsk,3,1454
Sydney,Noumea,3,2032
Noumea,Sydney,3,2032
Libreville,Douala,3,365
Montevideo,Asuncion,3,1125
Asuncion,Montevideo,3,1125
Riyadh,Lahore,3,2763
Riyadh,Karachi,3,2014
Riyadh,Islamabad,3,2668
Lahore,Riyadh,3,2763
Lahore,Jeddah,3,3653
Karachi,Riyadh,3,2014
Karachi,Jeddah,3,2868
Jeddah,Lahore,3,3653
Jeddah,Karachi,3,2868
Jeddah,Islamabad,3,3558
Islamabad,Riyadh,3,2668
Islamabad,Jeddah,3,3558
Istanbul,Bucharest,3,450
Istanbul,Donetsk,3,1003
Bucharest,Istanbul,3,450
Donetsk,Istanbul,3,1003
Vienna,Ankara,3,1594
Ankara,Vienna,3,1594
Papeete,Auckland,3,4063
Auckland,Papeete,3,4063
Peshawar,Doha,3,2168
Muscat,Lahore,3,1813
Lahore,Muscat,3,1813
Karachi,Dammam,3,1695
Doha,Peshawar,3,2168
Dammam,Islamabad,3,2327
Kunming,Bangkok,3,1297
Bangkok,Kunming,3,1297
Brussels,Cairo,3,3237
Trivandrum,Singapore,3,3106
Shenzhen,Singapore,3,2607
Singapore,Trivandrum,3,3106
Singapore,Shenzhen,3,2607
Singapore,Kunming,3,2680
Singapore,Bangalore,3,3210
Kunming,Singapore,3,2680
Bangalore,Singapore,3,3210
Cairo,Bangkok,3,7278
Bangkok,Cairo,3,7278
Riyadh,Beirut,3,1463
Bucharest,Beirut,3,1435
Jeddah,Beirut,3,1401
Istanbul,Beirut,3,985
Beirut,Riyadh,3,1463
Beirut,Bucharest,3,1435
Beirut,Jeddah,3,1401
Beirut,Istanbul,3,985
St.-denis,Plaisance,3,253
Plaisance,St.-pierreR,3,269
Plaisance,St.-denis,3,253
Dzaoudzi,Antananarivo,3,710
Prague,Budapest,3,454
Budapest,Prague,3,454
Tel-aviv,Prague,3,2661
Tel-aviv,Kiev,3,2089
Prague,Tel-aviv,3,2661
Kiev,Tel-aviv,3,2089
Zurich,Lisbon,3,1688
Zurich,Istanbul,3,1747
Lisbon,Zurich,3,1688
Istanbul,Zurich,3,1747
Istanbul,Basel-Mulhouse-Freiburg,3,1828
Basel-Mulhouse-Freiburg,Istanbul,3,1828
Tenerife,Glasgow,3,3300
Manchester,Geneva,3,980
Geneva,Manchester,3,980
Geneva,Belfast,3,1274
Glasgow,Tenerife,3,3300
Belfast,Geneva,3,1274
San JoseC,San Salvador,3,618
San JoseC,Lima,3,2573
San Salvador,San JoseC,3,618
Managua,San Salvador,3,347
Zurich,Douala,3,4867
Berlin,Brussels,3,611
Singapore,Munich,3,10048
Riyadh,Muscat,3,1155
Munich,Warsaw,3,775
Munich,Singapore,3,10048
Munich,Krakow,3,603
Munich,Klagenfurt,3,238
Munich,Graz,3,274
Munich,Basel-Mulhouse-Freiburg,3,334
Munich,Brussels,3,625
Munich,Izmir,3,1642
Muscat,Riyadh,3,1155
Lisbon,Munich,3,1954
Lisbon,Frankfurt,3,1817
Krakow,Munich,3,603
Klagenfurt,Munich,3,238
Istanbul,Frankfurt,3,1831
Frankfurt,Lisbon,3,1817
Frankfurt,Istanbul,3,1831
Frankfurt,Basel-Mulhouse-Freiburg,3,241
Douala,Zurich,3,4867
Basel-Mulhouse-Freiburg,Munich,3,334
Basel-Mulhouse-Freiburg,Frankfurt,3,241
Brussels,Berlin,3,611
Brussels,Munich,3,625
Izmir,Munich,3,1642
Saarbruecken,Luxemburg,3,96
Guayaquil,Caracas,3,1993
Caracas,Guayaquil,3,1993
Kuwait,Madinah,3,970
Geneva,Frankfurt,3,452
Frankfurt,Geneva,3,452
Lagos,Cotonou,3,106
Khartoum,Cairo,3,1586
Cairo,Khartoum,3,1586
Malta,Frankfurt,3,1586
Prague,Amsterdam,3,687
Brussels,Amsterdam,3,116
Amsterdam,Prague,3,687
Brussels,Nice,3,845
Yantai,Seoul,3,451
Xi'an,Seoul,3,1602
Shenzhen,Seoul,3,2018
Ho Chi Minh City,Busan,3,3495
Ho Chi Minh City,Seoul,3,3529
Busan,Ho Chi Minh City,3,3495
Busan,Hanoi,3,2738
Macau,Seoul,3,2114
Istanbul,Seoul,3,7858
Seoul,Yantai,3,451
Seoul,Xi'an,3,1602
Seoul,Shenzhen,3,2018
Seoul,Ho Chi Minh City,3,3529
Seoul,Macau,3,2114
Seoul,Istanbul,3,7858
Seoul,Hanoi,3,2676
Seoul,Kota Kinabalu,3,3634
Hanoi,Busan,3,2738
Hanoi,Seoul,3,2676
Kota Kinabalu,Seoul,3,3634
Ho Chi Minh City,Tokyo,3,4355
Coolangatta,Tokyo,3,7236
Coolangatta,Osaka,3,7197
Tokyo,Ho Chi Minh City,3,4355
Tokyo,Coolangatta,3,7236
Tokyo,Frankfurt,3,9312
Tokyo,Cairns,3,5932
Nagoya,Bangkok,3,4307
Osaka,Coolangatta,3,7197
Osaka,Cairns,3,5844
Osaka,Bangkok,3,4114
Frankfurt,Tokyo,3,9312
Cairns,Tokyo,3,5932
Cairns,Osaka,3,5844
Bangkok,Osaka,3,4114
Warsaw,BarcelonaS,3,1894
Berlin,BarcelonaS,3,1529
Frankfurt,BarcelonaS,3,1085
Basel-Mulhouse-Freiburg,BarcelonaS,3,851
BarcelonaS,Warsaw,3,1894
BarcelonaS,Berlin,3,1529
BarcelonaS,Frankfurt,3,1085
Lima,Sao Paulo,3,3471
Sao Paulo,Lima,3,3471
Riyadh,Kuwait,3,444
Kuwait,Riyadh,3,444
Kuwait,Damascus,3,1211
Kuwait,Cairo,3,1635
Kuwait,Beirut,3,1328
Kuwait,Amman,3,1184
Damascus,Kuwait,3,1211
Cairo,Kuwait,3,1635
Beirut,Kuwait,3,1328
Amman,Kuwait,3,1184
Baku,Moscow,3,1859
Moscow,Baku,3,1859
Sanaa,Doha,3,1329
Kuwait,Doha,3,547
Frankfurt,Cairo,3,2911
Doha,Sanaa,3,1329
Doha,Kuwait,3,547
Cairo,Frankfurt,3,2911
Tiruchirappalli,Colombo,3,464
Colombo,Tiruchirappalli,3,464
Tehran,Damascus,3,1305
Damascus,Tehran,3,1305
Malta,Catania,3,152
Catania,Malta,3,152
Venice,BarcelonaS,3,968
Tel-aviv,BarcelonaS,3,3129
Tenerife,Paris,3,2848
Sevilla,Paris,3,1441
Prague,Madrid,3,1720
Paris,Tenerife,3,2848
Paris,Sevilla,3,1441
Madrid,Prague,3,1720
Madrid,Lima,3,9465
Madrid,Istanbul,3,2714
Madrid,Cairo,3,3350
Madrid,Brussels,3,1338
Lima,Madrid,3,9465
London,Bilbao,3,944
Istanbul,Madrid,3,2714
Sao Paulo,BarcelonaS,3,8727
Cairo,Madrid,3,3350
Budapest,Madrid,3,1954
Bilbao,London,3,944
BarcelonaS,Venice,3,968
BarcelonaS,Tel-aviv,3,3129
BarcelonaS,Sao Paulo,3,8727
Tashkent,Krasnodar,3,2463
Tashkent,Seoul,3,4834
Tashkent,Bishkek,3,476
Tashkent,Moscow,3,2738
Krasnodar,Tashkent,3,2463
Seoul,Tashkent,3,4834
Bishkek,Tashkent,3,476
Moscow,Tashkent,3,2738
Lisbon,Amsterdam,3,1810
Athens,Amsterdam,3,2147
Amsterdam,Lisbon,3,1810
Amsterdam,Athens,3,2147
Amsterdam,Malaga,3,1862
Malaga,Amsterdam,3,1862
Vienna,Beograd,3,414
Beograd,Vienna,3,414
Zurich,Amsterdam,3,587
Solo City,Singapore,3,1220
Singapore,Solo City,3,1220
Singapore,Palembang,3,494
Singapore,Pekanbaru,3,336
Singapore,Manado,3,2321
Singapore,Balikpapan,3,1450
Palembang,Singapore,3,494
Pekanbaru,Singapore,3,336
Tokyo,Jakarta,3,5814
Manado,Singapore,3,2321
Jakarta,Tokyo,3,5814
Jakarta,Bangkok,3,2281
Balikpapan,Singapore,3,1450
Bangkok,Jakarta,3,2281
Amsterdam,Zurich,3,587
Sao Paulo,Asuncion,3,1141
Ko Samui,Kuala Lumpur,3,776
Kuala Lumpur,Ko Samui,3,776
Moscow,Hamburg,3,1780
Munich,St. Petersburg,3,1742
St. Petersburg,Munich,3,1742
St. Petersburg,Frankfurt,3,1768
Hamburg,Moscow,3,1780
Frankfurt,St. Petersburg,3,1768
Tallinn-ulemiste International,London,3,1804
Tenerife,Edinburgh,3,3340
Tenerife,Bristol,3,2860
Sevilla,London,3,1630
London,Porto,3,1317
Porto,London,3,1317
London,Tallinn-ulemiste International,3,1804
Gran Canaria,East Midlands,3,2991
Gran Canaria,Birmingham,3,2907
London,Sevilla,3,1630
London,Kaunas,3,1641
Kaunas,London,3,1641
Fuerteventura,East Midlands,3,2933
Fuerteventura,Birmingham,3,2850
East Midlands,Gran Canaria,3,2991
East Midlands,Fuerteventura,3,2933
East Midlands,Alicante,3,1659
East Midlands,Malaga,3,1825
Edinburgh,Tenerife,3,3340
Bristol,Las Palmas,3,2610
Birmingham,Gran Canaria,3,2907
Birmingham,Fuerteventura,3,2850
Birmingham,Alicante,3,1591
Birmingham,Malaga,3,1749
Alicante,East Midlands,3,1659
Alicante,Birmingham,3,1591
Malaga,East Midlands,3,1825
Malaga,Birmingham,3,1749
Las Palmas,Bristol,3,2610
Jeddah,Aden,3,1149
Aden,Jeddah,3,1149
Port-vila,Nandi,3,975
Port-vila,Honiara,3,1309
Nandi,Port-vila,3,975
Nandi,Auckland,3,2098
Honiara,Port-vila,3,1309
Auckland,Nandi,3,2098
Singapore,Chiang Mai,3,2043
Penang,Bangkok,3,964
Chiang Mai,Singapore,3,2043
Bangkok,Penang,3,964
Sofia,Bucharest,3,282
Sofia,Madrid,3,2233
Bucharest,Sofia,3,282
Madrid,Sofia,3,2233
Frankfurt,Sofia,3,1359
Warsaw,Prague,3,551
Riyadh,Abu Dhabi,3,803
Prague,Warsaw,3,551
Porto,Brussels,3,1509
Lahore,Abu Dhabi,3,2071
Istanbul,Abu Dhabi,3,3023
Islamabad,Abu Dhabi,3,2029
Moscow,Abu Dhabi,3,3697
Brussels,Porto,3,1509
Abu Dhabi,Riyadh,3,803
Abu Dhabi,Lahore,3,2071
Abu Dhabi,Istanbul,3,3023
Abu Dhabi,Islamabad,3,2029
Abu Dhabi,Moscow,3,3697
Abu Dhabi,Athens,3,3250
Athens,Abu Dhabi,3,3250
Nairobi,Bujumbura,3,918
Lome,Bamako,3,1260
Libreville,Brazzaville,3,811
Johannesburg,Addis Ababa,3,4088
Brazzaville,Libreville,3,811
Bamako,Lome,3,1260
Addis Ababa,Johannesburg,3,4088
Addis Ababa,Djibouti,3,498
Mashhad,Kuwait,3,1218
Kuwait,Mashhad,3,1218
Zurich,Dubai,3,4754
Singapore,Dubai,3,5879
Peshawar,Dubai,3,1867
Nairobi,Dubai,3,3509
Lahore,Dubai,3,1990
